      8015.83  3.36775e-15
      8019.60  3.15658e-15
      8023.32  3.21573e-15
      8027.01  3.34152e-15
      8030.68  2.88915e-15
      8034.31  3.10513e-15
      8037.92  3.26867e-15
      8041.49  2.91044e-15
      8045.03  3.10528e-15
      8048.54  3.22086e-15
      8052.03  3.09884e-15
      8055.49  3.18126e-15
      8058.92  3.16799e-15
      8062.32  3.15748e-15
      8065.70  2.92031e-15
      8069.05  2.93173e-15
      8072.37  3.03056e-15
      8075.62  2.78682e-15
      8078.94  3.06386e-15
      8082.19  2.92343e-15
      8085.42  2.89275e-15
      8088.62  2.87041e-15
      8091.80  2.86468e-15
      8094.95  2.72356e-15
      8098.08  2.75274e-15
      8101.19  2.70989e-15
      8104.28  2.70848e-15
      8107.33  2.71538e-15
      8110.39  2.64553e-15
      8113.40  2.77027e-15
      8116.41  2.58634e-15
      8119.39  2.38962e-15
      8122.35  2.54575e-15
      8125.29  2.54288e-15
      8128.21  2.51106e-15
      8131.12  2.49979e-15
      8134.00  2.34874e-15
      8136.87  2.24822e-15
      8139.72  2.38606e-15
      8142.55  2.45821e-15
      8145.37  2.59472e-15
      8148.16  2.40445e-15
      8150.94  2.30029e-15
      8153.71  2.11333e-15
      8156.45  2.11935e-15
      8159.19  2.54099e-15
      8161.90  2.37254e-15
      8164.60  2.56358e-15
      8167.29  2.35884e-15
      8169.96  2.43216e-15
      8172.62  2.58556e-15
      8175.26  2.73158e-15
      8177.89  2.67871e-15
      8180.48  2.65232e-15
      8183.10  2.41559e-15
      8185.70  2.65961e-15
      8188.27  2.68653e-15
      8190.83  3.03632e-15
      8193.39  2.97976e-15
      8195.92  2.96459e-15
      8198.45  2.83446e-15
      8200.97  2.91548e-15
      8203.47  2.80102e-15
      8205.96  2.79802e-15
      8208.45  2.85400e-15
      8210.92  2.97225e-15
      8213.38  2.93319e-15
      8215.83  2.85723e-15
      8218.27  3.09270e-15
      8220.71  3.02990e-15
      8223.12  3.02066e-15
      8225.54  2.93942e-15
      8227.94  2.95136e-15
      8230.33  2.98146e-15
      8232.72  3.05113e-15
      8235.10  2.84984e-15
      8237.46  2.83877e-15
      8239.83  2.83643e-15
      8242.18  2.86620e-15
      8244.52  2.85952e-15
      8246.86  2.91068e-15
      8249.19  2.80417e-15
      8251.51  2.85769e-15
      8253.83  2.83573e-15
      8256.14  2.95215e-15
      8258.44  2.87866e-15
      8260.74  2.77981e-15
      8263.03  2.45986e-15
      8265.31  2.57243e-15
      8267.59  2.70316e-15
      8269.86  2.73264e-15
      8272.12  2.70442e-15
      8274.38  2.49211e-15
      8276.64  2.60420e-15
      8278.89  2.53997e-15
      8281.13  2.61394e-15
      8283.37  2.48503e-15
      8285.61  2.55082e-15
      8287.84  2.43679e-15
      8290.07  2.44306e-15
      8292.29  2.33839e-15
      8294.51  2.36167e-15
      8296.72  2.35306e-15
      8298.93  2.33452e-15
      8301.13  2.29286e-15
      8303.34  2.21506e-15
      8305.54  2.10472e-15
      8307.73  2.17943e-15
      8309.92  2.05355e-15
      8312.12  2.04336e-15
      8314.30  1.99327e-15
